geography_code,geography_type,comparison,retailer_label,direct_state,justeat_state,channel_category
E01000001,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000002,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000003,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000005,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000006,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000007,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000008,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000009,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000011,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000012,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000013,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000014,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000015,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000016,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000017,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000018,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000019,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000020,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000021,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000022,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000024,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000025,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000027,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000028,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000029,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000030,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000031,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000032,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000033,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000034,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000035,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000036,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000037,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000038,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000039,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000040,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000041,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000042,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000043,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000044,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000045,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000046,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000049,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000050,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000051,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000052,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000053,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000054,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000055,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000056,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000057,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000058,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000059,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000060,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000061,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000062,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000063,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000064,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000065,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000066,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000067,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000068,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000069,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000070,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000071,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000072,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000073,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000074,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000075,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000076,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000077,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000078,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000079,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000080,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000081,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000082,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000083,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000084,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000085,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000086,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000087,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000088,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000089,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000090,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000091,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000093,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000094,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000095,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000096,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000097,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000098,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000099,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000100,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000101,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000102,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000103,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000104,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000105,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000106,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000107,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000108,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000110,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000111,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000112,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000113,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000114,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000115,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000116,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000117,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000118,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000119,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000120,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000121,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000122,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000123,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000124,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000126,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000127,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000128,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000129,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000130,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000131,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000132,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000133,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000134,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000135,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000136,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000137,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000138,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000139,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000140,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000141,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000142,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000143,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000144,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000145,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000146,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000147,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000150,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000151,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000152,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000153,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000154,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000156,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000157,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000158,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000159,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000160,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000161,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000162,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000163,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000164,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000165,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000166,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000167,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000168,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000169,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000170,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000171,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000172,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000173,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000174,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000175,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000176,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000177,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000178,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000179,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000180,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000181,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000182,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000183,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000184,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000185,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000186,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000187,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000188,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000189,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000190,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000191,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000192,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000193,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000194,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000195,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000196,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000197,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000198,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000199,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000200,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000201,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000202,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000203,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000204,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000205,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000206,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000207,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000208,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000209,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000210,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000211,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000212,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000213,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000214,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000215,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000216,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000217,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000218,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000219,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000220,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000221,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000222,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000223,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000224,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000225,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000226,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000227,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000228,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000229,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000230,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000231,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000232,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000233,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000234,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000235,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000236,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000237,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000238,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000239,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000240,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000241,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000242,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000243,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000244,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000245,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000246,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000247,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000248,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000249,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000250,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000251,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000252,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000253,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000254,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000255,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000256,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000257,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000258,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000259,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000260,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000261,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000263,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000264,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000265,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000266,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000267,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000268,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000269,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000270,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000271,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000272,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000273,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000274,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000275,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000276,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000277,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000278,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000279,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000280,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000281,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000282,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000283,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000284,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000285,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000286,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000287,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000288,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000289,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000290,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000291,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000292,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000293,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000294,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000295,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000296,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000297,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000298,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000299,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000300,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000301,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000302,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000303,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000304,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000305,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000306,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000307,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000308,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000309,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000310,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000311,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000312,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000313,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000314,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000315,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000316,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000317,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000318,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000319,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000320,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000321,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000322,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000323,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000324,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000325,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000326,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000327,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000328,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000329,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000330,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000331,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000332,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000333,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000334,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000335,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000336,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000337,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000338,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000339,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000340,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000341,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000342,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000343,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000344,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000345,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000346,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000347,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000348,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000349,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000350,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000351,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000352,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000353,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000354,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000355,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000356,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000357,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000358,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000359,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000360,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000361,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000362,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000363,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000364,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000365,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000366,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000367,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000368,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000369,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000370,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000371,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000372,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000373,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000374,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000375,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000376,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000377,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000379,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000380,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000381,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000382,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000383,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000384,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000385,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000386,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000387,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000388,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000389,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000390,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000391,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000392,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000393,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000394,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000395,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000396,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000398,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000399,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000400,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000401,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000402,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000403,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000404,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000405,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000406,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000407,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000408,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000409,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000410,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000411,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000412,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000413,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000414,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000415,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000416,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000417,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000418,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000419,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000420,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000421,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000422,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000423,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000424,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000425,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000426,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000427,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000428,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000429,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000430,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000431,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000433,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000434,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000435,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000436,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000437,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000438,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000439,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000440,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000441,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000442,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000443,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000444,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000445,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000446,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000447,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000448,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000449,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000450,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000451,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000452,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000453,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000454,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000455,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000456,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000457,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000458,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000459,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000460,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000461,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000462,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000463,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000464,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000465,lsoa,coop,Co-op,Yes,Yes,Both channels
E01000466,lsoa,coop,Co-op,Yes,Yes,Both channels
