geography_code,geography_type,comparison,retailer_label,direct_state,justeat_state,channel_category
E01019700,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019701,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019702,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019703,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019704,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019705,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019706,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019707,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019708,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019709,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019710,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019711,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019712,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019713,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019714,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019715,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019716,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019717,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019718,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019719,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019720,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019721,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019722,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019723,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019724,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019725,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019726,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019727,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019728,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019729,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019730,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019731,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019732,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019733,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019734,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019735,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019736,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019737,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019738,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019739,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019740,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019741,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019742,lsoa,sainsburys_fast,Sainsbury's fast,Yes,No,Direct only
E01019743,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019744,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019745,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019746,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019747,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019748,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019749,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019750,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019751,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019752,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019753,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019754,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019755,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019756,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019757,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019758,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019759,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019760,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019761,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019762,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019763,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019764,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019765,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019766,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019767,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019768,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019769,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019770,lsoa,sainsburys_fast,Sainsbury's fast,Yes,No,Direct only
E01019771,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019772,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019774,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019775,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019776,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019777,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019778,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019779,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019780,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019781,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019782,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019783,lsoa,sainsburys_fast,Sainsbury's fast,Yes,No,Direct only
E01019784,lsoa,sainsburys_fast,Sainsbury's fast,Yes,No,Direct only
E01019785,lsoa,sainsburys_fast,Sainsbury's fast,Yes,No,Direct only
E01019786,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019787,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019788,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019790,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019791,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019792,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019793,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019794,lsoa,sainsburys_fast,Sainsbury's fast,Yes,No,Direct only
E01019795,lsoa,sainsburys_fast,Sainsbury's fast,Yes,No,Direct only
E01019796,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019797,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019798,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019799,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019800,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019801,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019802,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019803,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019804,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019805,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019806,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019807,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019808,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019809,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019810,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019811,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019812,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019813,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019814,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019815,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019816,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019817,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019818,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019819,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019820,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019821,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019822,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019823,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019824,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019825,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019826,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019827,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019828,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019829,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019830,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019831,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019832,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019833,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019834,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019837,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019838,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019839,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019840,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019841,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019842,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019843,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019844,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019845,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019846,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019847,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019848,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019850,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019851,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019852,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019853,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019854,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019855,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019856,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019857,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019858,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019859,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019860,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019861,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019862,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019863,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019864,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019865,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019866,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019867,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019868,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019869,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019870,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019871,lsoa,sainsburys_fast,Sainsbury's fast,Yes,No,Direct only
E01019872,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019873,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019874,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019875,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019876,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019877,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019878,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019879,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019880,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019882,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019885,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019887,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019888,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019889,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019890,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019891,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019894,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019895,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019896,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019897,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019898,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019899,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019900,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019901,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019902,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019903,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019904,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019905,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019906,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019907,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019908,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019909,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019910,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019911,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019912,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019913,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019914,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019915,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019916,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019917,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019918,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019919,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019920,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019921,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019922,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019923,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019924,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019925,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019927,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019928,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019929,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019930,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019931,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019932,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019933,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019934,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019935,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019936,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019937,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019938,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019939,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019940,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019942,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019943,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019944,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019945,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019946,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019947,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019948,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019949,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019950,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019951,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019952,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019953,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019954,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019955,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019956,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019957,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019958,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019959,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019960,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019961,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019962,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019963,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019964,lsoa,sainsburys_fast,Sainsbury's fast,No,Yes,Just Eat only
E01019965,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019966,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019967,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01019968,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019969,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019970,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019971,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019972,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019973,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019974,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019975,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019976,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019977,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019980,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019981,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019982,lsoa,sainsburys_fast,Sainsbury's fast,Yes,No,Direct only
E01019983,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019984,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019985,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019986,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019987,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019988,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019989,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019990,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019991,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019992,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019993,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019994,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019995,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019996,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019997,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019998,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01019999,lsoa,sainsburys_fast,Sainsbury's fast,Yes,No,Direct only
E01020000,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020001,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020002,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020003,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020004,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020005,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020006,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020007,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020008,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020009,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020010,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020011,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020012,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020013,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020014,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020015,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020017,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020018,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020019,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020020,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020021,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020022,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020023,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020024,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020025,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020026,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020027,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020029,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020030,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020031,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020032,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020036,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020037,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020038,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020039,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020040,lsoa,sainsburys_fast,Sainsbury's fast,Yes,Yes,Both channels
E01020041,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020042,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020043,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020044,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020045,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020046,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020047,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020048,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020049,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020050,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020051,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020052,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020053,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020054,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020055,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020056,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020057,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020058,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020059,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
E01020060,lsoa,sainsburys_fast,Sainsbury's fast,No,No,Neither observed
